config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-release,sqrt,sum,500000,500000,short,after,0,14.3019,9.1533,9280008034577550675,66376
gcc-release,sqrt,sum,500000,500000,short,after,1,14.3181,8.84385,9280008034577550675,66324
gcc-release,sqrt,sum,500000,500000,short,before,1,17.1325,8.4697,9280008034577550675,80472
gcc-release,sqrt,sum,500000,500000,short,before,2,18.849,9.24812,9280008034577550675,82004
gcc-release,sqrt,sum,500000,500000,short,after,2,14.3782,8.63049,9280008034577550675,66276
gcc-release,sqrt,sum,500000,500000,short,after,3,14.5343,8.71027,9280008034577550675,66300
gcc-release,sqrt,sum,500000,500000,short,before,3,17.9375,8.4879,9280008034577550675,81540
gcc-release,sqrt,sum,500000,500000,short,before,4,18.857,8.93038,9280008034577550675,81776
gcc-release,sqrt,sum,500000,500000,short,after,4,23.5664,19.276,9280008034577550675,66236
gcc-release,sqrt,sum,500000,500000,short,after,5,20.9916,20.1599,9280008034577550675,66204
gcc-release,sqrt,sum,500000,500000,short,before,5,26.0974,17.2647,9280008034577550675,80708
gcc-release,sqrt,sum,500000,100,random,before,0,18.762,0.030007,1600832139740968335,78224
gcc-release,sqrt,sum,500000,100,random,after,0,25.4937,0.007177,1600832139740968335,62368
gcc-release,sqrt,sum,500000,100,random,after,1,29.3223,0.007133,1600832139740968335,62404
gcc-release,sqrt,sum,500000,100,random,before,1,31.7827,0.008261,1600832139740968335,78036
gcc-release,sqrt,sum,500000,100,random,before,2,23.9142,0.006819,1600832139740968335,78360
gcc-release,sqrt,sum,500000,100,random,after,2,14.9646,0.008645,1600832139740968335,62412
gcc-release,sqrt,sum,500000,100,random,after,3,13.9525,0.00971,1600832139740968335,62404
gcc-release,sqrt,sum,500000,100,random,before,3,21.8201,0.008543,1600832139740968335,77712
gcc-release,sqrt,sum,500000,100,random,before,4,27.2832,0.007552,1600832139740968335,78156
gcc-release,sqrt,sum,500000,100,random,after,4,26.2696,0.005711,1600832139740968335,62360
gcc-release,sqrt,sum,500000,100,random,after,5,16.5323,0.006373,1600832139740968335,62404
gcc-release,sqrt,sum,500000,100,random,before,5,21.7097,0.006679,1600832139740968335,77716
gcc-release,sqrt,affine,500000,500000,random,before,0,52.1518,14.364,11025557265200150944,158456
gcc-release,sqrt,affine,500000,500000,random,after,0,28.0917,13.5043,11025557265200150944,129484
gcc-release,sqrt,affine,500000,500000,random,after,1,28.6312,14.8825,11025557265200150944,129456
gcc-release,sqrt,affine,500000,500000,random,before,1,41.2959,16.9019,11025557265200150944,159552
gcc-release,sqrt,affine,500000,500000,random,before,2,36.7203,14.1047,11025557265200150944,159224
gcc-release,sqrt,affine,500000,500000,random,after,2,28.606,14.3006,11025557265200150944,129416
gcc-release,sqrt,affine,500000,500000,random,after,3,30.2351,16.0178,11025557265200150944,129340
gcc-release,sqrt,affine,500000,500000,random,before,3,51.3549,14.1536,11025557265200150944,158028
gcc-release,sqrt,affine,500000,500000,random,before,4,38.3913,14.2397,11025557265200150944,159308
gcc-release,sqrt,affine,500000,500000,random,after,4,28.6806,14.3634,11025557265200150944,129420
gcc-release,sqrt,affine,500000,500000,random,after,5,29.5917,14.7534,11025557265200150944,129440
gcc-release,sqrt,affine,500000,500000,random,before,5,39.0175,15.0598,11025557265200150944,158344
gcc-release,sqrt,affine,500000,500000,short,before,0,37.8066,13.6606,17278716764487211200,158860
gcc-release,sqrt,affine,500000,500000,short,after,0,29.0395,13.2116,17278716764487211200,129428
gcc-release,sqrt,affine,500000,500000,short,after,1,29.7305,13.4478,17278716764487211200,129364
gcc-release,sqrt,affine,500000,500000,short,before,1,36.8971,13.6162,17278716764487211200,157844
gcc-release,sqrt,affine,500000,500000,short,before,2,38.4907,13.2726,17278716764487211200,158472
gcc-release,sqrt,affine,500000,500000,short,after,2,27.3888,13.817,17278716764487211200,129460
gcc-release,sqrt,affine,500000,500000,short,after,3,25.6176,12.7804,17278716764487211200,129536
gcc-release,sqrt,affine,500000,500000,short,before,3,35.0161,12.9162,17278716764487211200,159424
