config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
clang-release,linear,min,500000,500000,random,before,1,7.34352,14.9493,18090683972228591405,20420
clang-release,linear,min,500000,500000,random,before,2,7.02285,13.6954,18090683972228591405,20468
clang-release,linear,min,500000,500000,random,after,2,6.94545,7.12106,18090683972228591405,18580
clang-release,linear,min,500000,500000,random,after,3,5.62681,6.4282,18090683972228591405,18524
clang-release,linear,min,500000,500000,random,before,3,7.48409,15.6939,18090683972228591405,20484
clang-release,linear,min,500000,500000,random,before,4,7.02559,13.4845,18090683972228591405,20440
clang-release,linear,min,500000,500000,random,after,4,6.12648,7.46583,18090683972228591405,18536
clang-release,linear,min,500000,500000,random,after,5,6.1767,7.97615,18090683972228591405,18556
clang-release,linear,min,500000,500000,random,before,5,7.19414,14.4695,18090683972228591405,20424
clang-release,linear,min,500000,500000,short,before,0,6.89775,7.97795,5444751125772734940,20424
clang-release,linear,min,500000,500000,short,after,0,6.32332,3.46961,5444751125772734940,18592
clang-release,linear,min,500000,500000,short,after,1,5.73992,3.47058,5444751125772734940,18504
clang-release,linear,min,500000,500000,short,before,1,7.42616,8.55707,5444751125772734940,20384
clang-release,linear,min,500000,500000,short,before,2,7.19962,7.92267,5444751125772734940,20416
clang-release,linear,min,500000,500000,short,after,2,6.06987,3.622,5444751125772734940,18500
clang-release,linear,min,500000,500000,short,after,3,6.1904,3.82221,5444751125772734940,18504
clang-release,linear,min,500000,500000,short,before,3,6.99874,7.7012,5444751125772734940,20552
clang-release,linear,min,500000,500000,short,before,4,6.74114,7.59562,5444751125772734940,20420
clang-release,linear,min,500000,500000,short,after,4,5.58024,3.9735,5444751125772734940,18596
clang-release,linear,min,500000,500000,short,after,5,5.52606,3.34914,5444751125772734940,18596
clang-release,linear,min,500000,500000,short,before,5,6.96637,7.94231,5444751125772734940,20420
clang-release,linear,min,500000,500000,equal,before,0,4.75043,10.878,3454424156253527828,20484
clang-release,linear,min,500000,500000,equal,after,0,3.30263,6.57251,3454424156253527828,18388
clang-release,linear,min,500000,500000,equal,after,1,3.50864,8.20457,3454424156253527828,18392
clang-release,linear,min,500000,500000,equal,before,1,3.87891,8.34557,3454424156253527828,20420
clang-release,linear,min,500000,500000,equal,before,2,3.92803,8.44489,3454424156253527828,20444
clang-release,linear,min,500000,500000,equal,after,2,3.33794,6.77153,3454424156253527828,18544
clang-release,linear,min,500000,500000,equal,after,3,3.57902,8.13498,3454424156253527828,18504
clang-release,linear,min,500000,500000,equal,before,3,4.02574,10.386,3454424156253527828,20404
clang-release,linear,min,500000,500000,equal,before,4,4.18546,8.38091,3454424156253527828,20376
clang-release,linear,min,500000,500000,equal,after,4,3.80199,7.98032,3454424156253527828,18528
clang-release,linear,min,500000,500000,equal,after,5,3.80534,7.09974,3454424156253527828,18556
clang-release,linear,min,500000,500000,equal,before,5,4.21222,9.97459,3454424156253527828,20484
clang-release,linear,min,500000,500000,ascending,before,0,5.19011,10.6086,3454424156253527828,20388
clang-release,linear,min,500000,500000,ascending,after,0,3.49006,9.1189,3454424156253527828,18500
clang-release,linear,min,500000,500000,ascending,after,1,3.35219,6.5636,3454424156253527828,18440
clang-release,linear,min,500000,500000,ascending,before,1,4.12963,7.93565,3454424156253527828,20368
clang-release,linear,min,500000,500000,ascending,before,2,5.22345,8.60609,3454424156253527828,20496
clang-release,linear,min,500000,500000,ascending,after,2,3.53552,7.85724,3454424156253527828,18488
clang-release,linear,min,500000,500000,ascending,after,3,3.48028,7.8522,3454424156253527828,18488
clang-release,linear,min,500000,500000,ascending,before,3,4.14605,10.4515,3454424156253527828,20552
clang-release,linear,min,500000,500000,ascending,before,4,4.03003,7.14637,3454424156253527828,20488
clang-release,linear,min,500000,500000,ascending,after,4,3.4671,6.91536,3454424156253527828,18492
clang-release,linear,min,500000,500000,ascending,after,5,3.13331,7.00528,3454424156253527828,18580
clang-release,linear,min,500000,500000,ascending,before,5,3.95468,6.53292,3454424156253527828,20392
clang-release,linear,min,500000,500000,descending,before,0,4.2782,6.73311,17269065117241543990,20444
