config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-release,dst,affine,524289,500000,random,before,1,55.0929,8.71969,11860631975963514010,191492
gcc-release,dst,affine,524289,500000,random,before,2,46.4444,8.81261,11860631975963514010,191528
gcc-release,dst,affine,524289,500000,random,after,2,53.7168,9.33063,11860631975963514010,183276
gcc-release,dst,affine,524289,500000,random,after,3,46.9947,8.94488,11860631975963514010,183280
gcc-release,dst,affine,524289,500000,random,before,3,46.756,9.0426,11860631975963514010,191512
gcc-release,dst,affine,524289,500000,random,before,4,47.818,8.83982,11860631975963514010,191508
gcc-release,dst,affine,524289,500000,random,after,4,45.1354,9.55309,11860631975963514010,183244
gcc-release,dst,affine,524289,500000,random,after,5,44.3433,8.64058,11860631975963514010,183248
gcc-release,dst,affine,524289,500000,random,before,5,46.9633,8.94131,11860631975963514010,191496
gcc-release,dst,affine,524289,500000,short,before,0,50.503,9.33652,15076505305736607098,191528
gcc-release,dst,affine,524289,500000,short,after,0,50.8754,9.07834,15076505305736607098,183272
gcc-release,dst,affine,524289,500000,short,after,1,50.5087,8.59976,15076505305736607098,183244
gcc-release,dst,affine,524289,500000,short,before,1,50.3407,9.15319,15076505305736607098,191484
gcc-release,dst,affine,524289,500000,short,before,2,47.411,8.72309,15076505305736607098,191524
gcc-release,dst,affine,524289,500000,short,after,2,45.6164,8.3617,15076505305736607098,183232
gcc-release,dst,affine,524289,500000,short,after,3,46.4192,8.40999,15076505305736607098,183276
gcc-release,dst,affine,524289,500000,short,before,3,46.6456,8.131,15076505305736607098,191476
gcc-release,dst,affine,524289,500000,short,before,4,46.6418,8.18605,15076505305736607098,191528
gcc-release,dst,affine,524289,500000,short,after,4,45.1279,8.65192,15076505305736607098,183260
gcc-release,dst,affine,524289,500000,short,after,5,46.7049,8.71148,15076505305736607098,183280
gcc-release,dst,affine,524289,500000,short,before,5,47.4931,8.92454,15076505305736607098,191524
gcc-release,dst,affine,524289,100,random,before,0,49.374,0.005436,14275789214696131822,187640
gcc-release,dst,affine,524289,100,random,after,0,48.1095,0.003964,14275789214696131822,179384
gcc-release,dst,affine,524289,100,random,after,1,45.6617,0.005254,14275789214696131822,179276
gcc-release,dst,affine,524289,100,random,before,1,47.7691,0.005812,14275789214696131822,187636
gcc-release,dst,affine,524289,100,random,before,2,49.8779,0.006285,14275789214696131822,187712
gcc-release,dst,affine,524289,100,random,after,2,72.9152,0.005855,14275789214696131822,179384
gcc-release,dst,affine,524289,100,random,after,3,47.0413,0.004812,14275789214696131822,179340
gcc-release,dst,affine,524289,100,random,before,3,48.5507,0.005125,14275789214696131822,187636
gcc-release,dst,affine,524289,100,random,before,4,46.2016,0.00491,14275789214696131822,187640
gcc-release,dst,affine,524289,100,random,after,4,45.1971,0.0041,14275789214696131822,179288
gcc-release,dst,affine,524289,100,random,after,5,46.4089,0.004789,14275789214696131822,179284
gcc-release,dst,affine,524289,100,random,before,5,47.3507,0.004279,14275789214696131822,187540
gcc-release,dst,matrix,524289,500000,random,before,0,175.26,13.7268,16028233840536679478,371500
gcc-release,dst,matrix,524289,500000,random,after,0,128.294,12.9635,16028233840536679478,355080
gcc-release,dst,matrix,524289,500000,random,after,1,125.072,14.9317,16028233840536679478,355076
gcc-release,dst,matrix,524289,500000,random,before,1,128.539,14.2698,16028233840536679478,371616
gcc-release,dst,matrix,524289,500000,random,before,2,136.932,13.7897,16028233840536679478,371652
gcc-release,dst,matrix,524289,500000,random,after,2,128.123,15.1382,16028233840536679478,355216
gcc-release,dst,matrix,524289,500000,random,after,3,131.532,15.644,16028233840536679478,355216
gcc-release,dst,matrix,524289,500000,random,before,3,133.816,14.4479,16028233840536679478,371560
gcc-release,dst,matrix,524289,500000,random,before,4,132.321,15.3671,16028233840536679478,371572
gcc-release,dst,matrix,524289,500000,random,after,4,126.917,13.8003,16028233840536679478,355208
gcc-release,dst,matrix,524289,500000,random,after,5,130.468,14.1973,16028233840536679478,355240
gcc-release,dst,matrix,524289,500000,random,before,5,131.357,13.9643,16028233840536679478,371576
gcc-release,dst,matrix,524289,500000,short,before,0,131.165,13.3949,10935118516001891810,371648
gcc-release,dst,matrix,524289,500000,short,after,0,126.677,13.8069,10935118516001891810,355236
gcc-release,dst,matrix,524289,500000,short,after,1,127.875,13.2101,10935118516001891810,355192
